ubicacion,codigo_ine,Comunidad Autónoma,Provincia,%_casas_vacias,Viviendas totales,Mediana consumo anual,Viviendas con bajo consumo,Viviendas de uso esporádico,prev_res_misma_vivienda,prev_res_mismo_municipio,prev_res_misma_provincia,prev_res_misma_comunidad,prev_res_dif_comunidad,prev_res_en_extranjero,prev_res_no_nacido,Poblacion,Poblacion_-16,Poblacion_16-64,Poblacion_+65,Hombres,Hombres_-16,Hombres_16-64,Hombres_+65,Mujeres,Mujeres_-16,Mujeres_16-64,Mujeres_+65,total Paro Registrado,Paro hombre edad < 25,Paro hombre edad 25 -45 ,Paro hombre edad >=45,Paro mujer edad < 25,Paro mujer edad 25 -45 ,Paro mujer edad >=45,Paro Agricultura,Paro Industria,Paro Construcción,Paro Servicios,Paro Sin empleo Anterior,SUPERFICIE,PERIMETRO,LONGITUD_ETRS89,LATITUD_ETRS89,ALTITUD
    17007 Amer,17007,Cataluña,Girona,22.454873646209386,1385,3203,30,72,616,1001,311,95,28,117,213,2381,341,1471,569,1169,169,748,252,1212,172,723,317,80,4,10,22,2,15,28,0,19,6,52,5,3992.76,40619,2.60180784,42.01007358,186.0
    17008 Anglès,17008,Cataluña,Girona,19.218122031421263,2737,2647,41,144,1687,2194,552,180,68,451,574,5706,1008,3619,1079,2845,518,1854,473,2861,490,1765,606,252,12,31,69,12,58,70,6,45,24,151,26,1623.71,20529,2.63929213,41.95671537,163.0
    17009 Arbúcies,17009,Cataluña,Girona,9.003601440576231,3332,2271,123,344,2038,2563,290,407,105,425,674,6502,1130,4144,1228,3365,571,2219,575,3137,559,1925,653,262,5,29,72,8,49,100,12,65,13,153,19,8629.53,51731,2.51366963,41.8160888,287.0
    17012 Avinyonet de Puigventós,17012,Cataluña,Girona,10.72,625,4280,5,22,829,215,369,40,17,37,156,1663,310,1154,199,829,155,578,96,834,155,576,103,48,1,3,11,5,8,21,0,7,6,35,0,1252.52,18657,2.91439402,42.24964566,71.0
    17013 Begur,17013,Cataluña,Girona,26.85053380782918,5620,2442,159,648,1358,1265,419,287,84,346,296,4055,518,2636,901,2034,260,1335,439,2021,258,1301,462,86,4,14,24,2,16,24,5,6,9,68,4,2085.92,39004,3.20724589,41.95431081,198.0
    17015 Banyoles,17015,Cataluña,Girona,5.350838481906443,9064,2434,176,488,6095,7497,2123,584,282,1399,2150,20131,3705,12898,3528,10026,1938,6572,1516,10105,1767,6326,2012,675,35,108,163,20,156,193,11,108,46,464,46,1102.33,16856,2.7694699,42.12059137,165.0
    17016 Bàscara,17016,Cataluña,Girona,23.861566484517304,549,3015,13,33,313,355,157,31,18,46,95,1015,163,639,213,524,87,346,91,491,76,293,122,33,5,2,7,2,9,9,5,5,4,24,1,1705.37,19689,2.91021595,42.16066615,64.0
    17019 Besalú,17019,Cataluña,Girona,6.306306306306306,1221,2363,28,105,676,1024,272,96,47,150,234,2499,419,1494,586,1174,209,707,258,1325,210,787,328,59,5,8,12,3,8,27,0,13,6,40,0,469.4,10330,2.69965703,42.19949028,168.0
    17020 Bescanó,17020,Cataluña,Girona,7.069767441860465,2150,2895,28,105,1705,1683,872,93,65,106,575,5099,1021,3257,821,2578,544,1659,375,2521,477,1598,446,155,11,21,38,6,33,46,0,23,10,114,8,3605.69,29168,2.7427398,41.96550469,100.0
    17023 Blanes,17023,Cataluña,Girona,10.43807886201102,25589,1891,1334,3619,12062,15259,1611,3820,1010,3106,3251,40119,5896,26446,7777,19963,3040,13475,3448,20156,2856,12971,4329,2032,93,261,501,73,381,723,26,148,185,1526,147,1777.54,31312,2.79229296,41.67592157,14.0
    17025 Bordils,17025,Cataluña,Girona,9.433962264150944,742,3013,8,30,626,498,309,40,21,116,185,1795,312,1177,306,904,159,605,140,891,153,572,166,71,3,10,22,1,10,24,5,24,5,38,5,699.32,14320,2.911441,42.04409797,41.0
    17027 Breda,17027,Cataluña,Girona,5.14504652435687,1827,2328,48,136,1131,1580,244,396,30,136,318,3835,543,2451,841,1898,260,1257,381,1937,283,1194,460,183,6,21,49,5,32,71,4,38,10,120,13,501.0955,12660,2.55714072,41.7483613,169.0
    17032 Cadaqués,17032,Cataluña,Girona,22.762645914396888,3598,2005,134,422,947,955,107,230,82,251,230,2802,380,1893,529,1368,190,939,239,1434,190,954,290,34,2,4,14,1,4,10,0,1,5,26,4,2651.9675,53822,3.27565126,42.28808066,16.0
    17033 Caldes de Malavella,17033,Cataluña,Girona,12.023952095808385,4175,2914,55,256,2775,1983,1381,531,156,354,862,8042,1432,5259,1351,4015,732,2664,619,4027,700,2595,732,348,18,50,68,16,77,119,5,51,25,244,23,5698.23,48434,2.80903801,41.83670952,92.0
    17034 Calonge i Sant Antoni,17034,Cataluña,Girona,20.01842403628118,14112,1446,734,2766,3874,2744,1774,834,177,1082,979,11464,1698,7426,2340,5770,913,3756,1101,5694,785,3670,1239,399,17,54,108,15,71,134,6,24,49,293,27,3358.82,33147,3.07314483,41.86228799,35.0
    17036 Campdevànol,17036,Cataluña,Girona,9.007352941176473,1632,2125,48,154,1032,1450,248,188,31,59,218,3226,432,1922,872,1568,216,978,374,1658,216,944,498,100,1,14,25,3,18,37,5,18,1,77,5,3265.08,29273,2.16705008,42.22418662,734.0
    17039 Camprodon,17039,Cataluña,Girona,10.32067821599705,2713,1197,249,674,545,978,189,303,54,170,194,2433,323,1473,637,1190,166,737,287,1243,157,736,350,55,5,8,17,0,6,22,5,1,6,41,5,10357.28,80083,2.36545733,42.31288827,964.0
    17044 Cassà de la Selva,17044,Cataluña,Girona,9.28010193246974,4709,2584,109,316,3065,3902,1316,317,178,563,1158,10499,1915,6845,1739,5334,969,3599,766,5165,946,3246,973,384,13,57,92,17,73,132,9,70,38,253,14,4543.05,32363,2.87439907,41.88728278,146.0
    17047 Castelló d'Empúries,17047,Cataluña,Girona,31.803459023406468,16363,1927,1238,2500,3349,3112,1084,390,266,1958,1072,11231,1835,7290,2106,5692,931,3739,1022,5539,904,3551,1084,464,11,66,124,14,98,151,16,40,60,294,54,4224.7087,31013,3.07630065,42.25961136,17.0
    17049 Celrà,17049,Cataluña,Girona,5.645534474780194,2161,2546,39,112,1942,1328,853,175,153,414,707,5572,1209,3769,594,2788,603,1905,280,2784,606,1864,314,184,10,29,36,9,40,60,2,51,8,116,6,1968.78,20820,2.87907124,42.02461438,71.0
    17056 Cornellà del Terri,17056,Cataluña,Girona,11.938872970391596,1047,3166,15,40,879,631,491,55,35,96,233,2420,423,1521,476,1228,220,772,236,1192,203,749,240,50,2,7,12,2,11,18,0,13,5,32,0,2785.16,29512,2.81573428,42.08983634,96.0
    17057 Corçà,17057,Cataluña,Girona,21.57968970380818,709,2648,15,41,349,469,198,81,14,34,134,1279,216,767,296,660,123,392,145,619,93,375,151,34,1,5,10,1,4,14,0,10,1,20,3,1608.85,22157,3.01707993,41.9893624,43.0
    17066 Figueres,17066,Cataluña,Girona,6.082043490646663,21062,2111,561,1536,12564,16990,4756,1254,1372,4614,5254,46804,8770,30575,7459,23131,4519,15469,3143,23673,4251,15106,4316,2544,102,345,565,110,613,809,104,198,193,1729,320,1899.09,28814,2.96027805,42.2678359,41.0
    17067 Flaçà,17067,Cataluña,Girona,14.285714285714285,532,2299,15,23,312,350,214,34,11,97,129,1147,203,724,220,557,100,370,87,590,103,354,133,40,8,4,10,4,8,10,2,7,4,23,5,683.9,13040,2.95358208,42.05017515,33.0
    17071 Fontcoberta,17071,Cataluña,Girona,7.964601769911504,565,3796,4,22,468,484,277,34,11,21,170,1465,271,924,270,727,140,454,133,738,131,470,137,20,5,3,3,4,5,8,1,4,5,16,4,1709.14,23110,2.79015688,42.14287655,203.0
    17073 Fornells de la Selva,17073,Cataluña,Girona,6.109979633401222,982,3422,9,39,1308,423,507,70,29,52,317,2706,552,1776,378,1343,294,868,181,1363,258,908,197,49,0,7,13,0,10,19,5,4,9,35,0,1173.9834,15651,2.81285895,41.93119771,101.0
    17079 Girona,17079,Cataluña,Girona,9.586156199709931,50333,2150,965,3293,28490,36162,10840,3648,2290,10105,10052,101648,17261,67797,16590,48930,8919,33143,6868,52718,8342,34654,9722,4428,242,713,1008,207,1030,1228,78,434,355,3102,459,3897.2581,37522,2.82411899,41.98186075,69.0
    17083 Hostalric,17083,Cataluña,Girona,7.649723200805234,1987,2358,50,143,1275,1386,373,495,72,246,466,4313,776,2764,773,2169,395,1429,345,2144,381,1335,428,197,7,31,46,8,35,70,5,38,14,133,9,344.38,8152,2.63362376,41.74404536,159.0
    17089 Llagostera,17089,Cataluña,Girona,17.339879491185002,4481,2611,85,288,2533,3055,1168,403,136,516,1008,8819,1605,5720,1494,4445,819,2956,670,4374,786,2764,824,408,15,54,109,14,88,128,5,45,59,253,46,7706.64,46822,2.8919991,41.82867449,155.0
    17092 Llançà,17092,Cataluña,Girona,24.63012369633762,8246,1194,686,1841,1571,1790,461,282,103,346,361,4914,643,3087,1184,2419,330,1564,525,2495,313,1523,659,179,12,17,38,11,29,72,4,12,16,145,2,2792.504,33101,3.1517566,42.36281096,11.0
    17093 Llers,17093,Cataluña,Girona,15.636363636363637,550,3416,4,37,340,428,266,31,18,65,101,1249,186,793,270,625,93,408,124,624,93,385,146,42,4,5,6,1,11,19,2,3,4,34,1,2121.02,24538,2.91372377,42.29727963,137.0
    17094 Llívia,17094,Cataluña,Girona,9.201680672268909,2380,1049,205,678,433,446,117,287,41,72,113,1509,210,1026,273,787,102,550,135,722,108,476,138,38,4,6,8,0,11,10,4,2,1,31,4,1298.65,18373,1.98244323,42.465141,1225.0
    17095 Lloret de Mar,17095,Cataluña,Girona,15.504392845936618,25496,2031,1242,3240,11578,12778,1423,2035,1009,5689,3621,38133,6164,26035,5934,19418,3182,13539,2697,18715,2982,12496,3237,1385,76,187,356,54,245,467,9,70,144,1032,130,4838.16,41335,2.84739507,41.69957944,5.0
    17103 Maçanet de la Selva,17103,Cataluña,Girona,9.75716473419383,4571,2308,136,483,2386,2166,642,981,165,364,681,7385,1165,4873,1347,3814,571,2597,646,3571,594,2276,701,494,19,71,120,14,99,171,5,73,38,357,21,4572.54,35362,2.73045604,41.77749403,100.0
    17110 Mont-ras,17110,Cataluña,Girona,16.232961586121437,807,3378,9,38,537,682,221,60,19,41,109,1669,199,1092,378,859,111,562,186,810,88,530,192,41,2,10,9,0,1,17,0,9,2,30,0,1230.4619,17619,3.14339831,41.9090308,89.0
    17111 Navata,17111,Cataluña,Girona,9.44055944055944,858,2832,16,65,472,299,342,71,10,82,145,1421,243,926,252,695,121,455,119,726,122,471,133,25,4,6,4,4,5,10,1,4,5,17,0,1842.35,27998,2.86163363,42.22393632,148.0
    17114 Olot,17114,Cataluña,Girona,6.318434751391133,16713,2257,422,1136,9419,14909,2677,1255,818,3742,3361,36181,5613,23557,7011,18250,2874,12364,3012,17931,2739,11193,3999,1357,84,226,328,41,240,438,25,271,75,917,69,2905.29,30234,2.48816559,42.18183793,438.0
    17117 Palafrugell,17117,Cataluña,Girona,13.895332390381895,17675,1821,758,2665,6824,9146,1839,866,439,1621,2358,23093,4088,14800,4205,11526,2139,7530,1857,11567,1949,7270,2348,804,41,89,200,39,173,262,21,56,104,548,75,2693.3568,36462,3.16397764,41.91718159,62.0
    17118 Palamós,17118,Cataluña,Girona,9.587145383255171,13007,1735,703,2211,5142,7005,1937,1052,390,1228,1458,18213,2571,11849,3793,8902,1308,5949,1645,9311,1263,5900,2148,579,32,69,158,18,94,208,8,44,72,421,34,1396.47,37167,3.12865803,41.84674675,10.0
    17120 Palau-saverdera,17120,Cataluña,Girona,21.26068376068376,936,2965,22,61,492,347,284,47,26,138,147,1481,262,886,333,749,137,450,162,732,125,436,171,42,0,8,12,1,10,11,4,5,7,27,1,1652.0257,17879,3.14962249,42.30781199,100.0
    17124 Pals,17124,Cataluña,Girona,24.166457758836803,3989,1776,128,649,790,821,302,162,37,233,183,2528,350,1623,555,1319,185,864,270,1209,165,759,285,56,5,17,13,4,9,15,2,7,7,40,2,2571.3705,21158,3.14451674,41.97170928,52.0
    17132 Peralada,17132,Cataluña,Girona,23.377777777777776,1125,3826,14,66,890,288,366,93,40,112,171,1960,293,1253,414,974,140,641,193,986,153,612,221,48,0,4,14,0,12,18,1,5,0,42,3,4374.32,40199,3.00858213,42.30826253,37.0
    17137 Porqueres,17137,Cataluña,Girona,4.35967302452316,1835,3248,16,75,1630,1612,796,91,21,118,426,4694,798,3040,856,2311,399,1528,384,2383,399,1512,472,118,5,17,25,10,27,34,1,31,11,71,2,3373.57,41255,2.747631444,42.12207158,182.0
    17138 Portbou,17138,Cataluña,Girona,13.74885426214482,1091,1331,109,242,529,228,85,59,41,97,61,1100,100,626,374,550,43,341,166,550,57,285,208,32,5,5,12,0,2,12,0,2,1,26,1,927.1611,18055,3.15803504,42.42618874,27.0
    17141 Puigcerdà,17141,Cataluña,Girona,8.231758223409583,5989,1696,357,996,2115,3779,471,960,323,1016,837,9501,1483,6521,1497,4716,755,3312,649,4785,728,3209,848,269,14,38,54,8,73,82,0,8,34,222,5,1861.8781,31915,1.92634012,42.43264078,1206.0
    17142 Quart,17142,Cataluña,Girona,4.736490993995997,1499,3007,19,79,1220,1047,833,91,30,92,549,3862,878,2425,559,1955,448,1238,269,1907,430,1187,290,122,15,15,34,5,23,31,3,14,15,75,15,3834.53,32973,2.84040177,41.9385079,94.0
    17145 Ribes de Freser,17145,Cataluña,Girona,12.325440194292652,1647,1419,151,367,491,779,95,205,26,73,106,1775,189,1090,496,888,106,565,217,887,83,525,279,55,2,13,19,0,7,13,2,10,3,37,3,4158.48,41003,2.16777728,42.30628259,913.0
    17146 Riells i Viabrea,17146,Cataluña,Girona,11.330255979857323,2383,3055,37,169,1767,681,172,1035,99,144,359,4257,652,2951,654,2147,342,1493,312,2110,310,1458,342,268,8,21,69,9,56,105,0,46,17,190,15,2706.92,31203,2.51241583,41.77641711,486.0
    17147 Ripoll,17147,Cataluña,Girona,9.69108561341571,5665,1984,244,496,2962,5024,547,533,167,599,914,10746,1558,6639,2549,5361,828,3421,1112,5385,730,3218,1437,384,22,57,91,13,64,137,3,67,20,265,29,7368.26,55740,2.19082613,42.20127351,690.0
    17148 Riudarenes,17148,Cataluña,Girona,13.167013167013168,1443,2456,41,118,759,592,316,230,49,115,219,2280,382,1471,427,1182,196,775,211,1098,186,696,216,126,6,22,28,5,21,46,4,17,5,93,8,4755.73,33356,2.71770569,41.82053476,83.0
    17150 Riudellots de la Selva,17150,Cataluña,Girona,6.287069988137604,843,3353,4,27,693,730,279,40,31,112,193,2078,350,1360,368,1050,188,689,173,1028,162,671,195,57,3,9,9,0,14,22,3,16,4,36,1,1329.7,17166,2.80356829,41.89264159,97.0
    17152 Roses,17152,Cataluña,Girona,29.107222244675263,24743,1559,1957,4297,6395,6592,1410,606,638,2261,1874,19776,3284,12911,3581,10031,1714,6681,1636,9745,1570,6230,1945,663,27,70,169,29,138,230,16,36,68,486,57,4597.3228,43759,3.17830899,42.26182986,4.0
    17155 Salt,17155,Cataluña,Girona,11.18364542174884,11642,2200,218,742,8330,9844,4152,683,708,4147,4238,32104,6896,21164,4044,16883,3608,11526,1749,15221,3288,9638,2295,1959,129,305,483,95,436,511,56,248,233,1109,313,661.44,12742,2.78141235,41.97437513,86.0
    17160 Sant Feliu de Guíxols,17160,Cataluña,Girona,11.956248428463663,15908,1780,856,2422,6172,8893,1728,1126,406,1773,2066,22164,3532,14109,4523,10899,1786,7108,2005,11265,1746,7001,2518,869,31,123,234,25,137,319,8,52,149,606,54,1592.2886,26566,3.02869534,41.78042564,3.0
    17161 Sant Feliu de Pallerols,17161,Cataluña,Girona,16.68742216687422,803,2545,37,71,682,224,174,102,23,114,135,1454,236,899,319,735,130,461,144,719,106,438,175,40,4,6,13,0,7,11,3,8,1,25,5,3383.94,34754,2.5075746,42.07575416,472.0
    17163 Sant Gregori,17163,Cataluña,Girona,6.507304116865869,1506,3133,21,75,1322,1104,841,114,39,130,457,4007,789,2557,661,2062,420,1318,324,1945,369,1239,337,81,5,13,18,4,12,30,5,9,8,61,2,4892.55,38119,2.75678122,41.98945699,100.0
    17164 Sant Hilari Sacalm,17164,Cataluña,Girona,13.32020997375328,3048,2109,109,334,1548,2714,243,261,65,346,572,5749,943,3590,1216,2910,465,1881,564,2839,478,1709,652,210,8,16,44,15,41,86,12,53,5,116,24,8295.66,64962,2.50849539,41.87892558,798.0
    17167 Sant Joan de les Abadesses,17167,Cataluña,Girona,12.864918357248886,2021,1913,116,277,966,1505,192,229,28,79,249,3248,427,1907,914,1614,221,991,402,1634,206,916,512,89,0,12,25,2,12,37,4,15,8,58,3,5372.08,40122,2.28626354,42.23260905,772.0
    17169 Sant Julià de Ramis,17169,Cataluña,Girona,3.821196827685652,1387,3383,11,46,1370,873,675,58,59,146,421,3602,701,2383,518,1813,359,1203,251,1789,342,1180,267,124,5,16,26,1,35,38,6,18,2,90,7,1834.8072,29560,2.85399914,42.02801672,178.0
    17178 Sant Pere Pescador,17178,Cataluña,Girona,21.585365853658537,1640,2333,73,202,657,574,229,98,46,259,215,2078,357,1391,330,1116,172,789,155,962,185,602,175,50,2,11,12,4,6,16,7,4,5,36,0,1825.76,27669,3.08221872,42.18835879,5.0
    17180 Santa Coloma de Farners,17180,Cataluña,Girona,11.392827356130107,5995,2607,102,352,3803,5125,1189,608,233,1025,1485,13469,2432,8764,2273,6800,1213,4558,1029,6669,1219,4206,1244,540,25,72,121,19,109,194,19,106,28,335,52,7094.21,45068,2.66311624,41.86351304,139.0
    17181 Santa Cristina d'Aro,17181,Cataluña,Girona,22.56004087889627,3914,2811,77,308,1929,1232,953,336,79,389,501,5419,907,3527,985,2755,467,1822,466,2664,440,1705,519,133,6,16,35,3,24,49,5,9,11,105,5,6781.3,51237,2.996929218,41.81207685,29.0
    17184 Santa Pau,17184,Cataluña,Girona,17.312348668280872,826,2846,13,69,561,556,180,75,25,51,133,1581,230,978,373,812,125,500,187,769,105,478,186,45,5,5,14,0,7,19,0,9,4,31,3,4860.49,38942,2.57167076,42.14430747,491.0
    17185 Sant Joan les Fonts,17185,Cataluña,Girona,7.293127629733521,1426,2466,24,100,778,1142,537,97,57,123,307,3041,478,1839,724,1538,251,951,336,1503,227,888,388,89,8,12,20,1,14,33,0,26,3,59,2,3199.14,35589,2.50907002,42.21272222,322.0
    17186 Sarrià de Ter,17186,Cataluña,Girona,4.683195592286501,2178,2464,47,113,1864,1390,1044,114,55,179,588,5234,954,3391,889,2584,486,1706,392,2650,468,1685,497,145,5,24,39,4,29,45,5,27,5,106,5,425.62,9818,2.8239182,42.01555439,66.0
    17190 Serinyà,17190,Cataluña,Girona,7.6923076923076925,520,2925,13,40,371,375,187,30,25,27,126,1141,204,738,199,575,106,372,97,566,98,366,102,46,0,11,12,0,9,14,1,9,2,29,3,1720.93,21450,2.74486464,42.16872452,183.0
    17193 Sils,17193,Cataluña,Girona,8.325266214908035,3099,2677,52,237,2178,1533,1085,463,133,320,657,6370,1123,4219,1028,3263,605,2167,491,3107,518,2052,537,293,20,33,76,1,65,95,3,42,30,206,13,3009.61,35760,2.7427618,41.80574997,73.0
    17199 Torroella de Montgrí,17199,Cataluña,Girona,25.86530264279625,11730,1635,763,2138,3483,4260,1022,590,263,1216,1153,11987,1948,7788,2251,6111,1005,4039,1067,5876,943,3749,1184,369,30,52,97,18,64,108,23,30,32,258,26,6611.19,56518,3.12621596,42.04332513,30.0
    17202 Tossa de Mar,17202,Cataluña,Girona,21.50598170302604,7105,1371,533,1470,1581,2349,209,489,183,648,442,5901,804,3932,1165,2993,392,2077,524,2908,412,1855,641,125,12,13,36,6,24,34,0,2,8,108,6,3843.4634,37662,2.930461,41.721889,3.0
    17204 Ullà,17204,Cataluña,Girona,16.19047619047619,525,2321,10,36,322,270,222,52,25,140,141,1172,249,756,167,647,134,428,85,525,115,328,82,39,4,6,11,3,7,9,1,4,5,24,5,732.75,11198,3.10834747,42.05177353,24.0
    17211 Verges,17211,Cataluña,Girona,13.302034428794991,639,2940,18,55,275,510,163,41,17,58,113,1177,189,704,284,584,92,362,130,593,97,342,154,29,3,5,7,0,3,10,2,2,1,23,5,931.91,15446,3.04655402,42.06123563,21.0
    17213 Vidreres,17213,Cataluña,Girona,10.096596136154554,4348,2718,77,317,2704,2418,1044,637,153,491,701,8148,1299,5399,1450,4264,686,2876,702,3884,613,2523,748,371,9,41,99,13,71,138,8,44,30,273,16,4837.0861,31974,2.77909064,41.78894616,91.0
    17215 Vilablareix,17215,Cataluña,Girona,5.508474576271186,1180,2821,19,72,1073,767,826,75,18,47,417,3224,658,2060,506,1608,346,1013,249,1616,312,1047,257,68,1,10,12,2,7,31,0,11,4,50,3,614.21,12175,2.77323054,41.95680526,115.0
    17220 Viladrau,17220,Cataluña,Girona,12.1580547112462,987,2379,36,116,364,354,20,211,15,31,106,1101,183,715,203,542,89,366,87,559,94,349,116,34,5,5,9,2,2,13,5,2,4,24,1,5074.99,39061,2.3894192,41.84765935,820.0
    17221 Vilafant,17221,Cataluña,Girona,6.305858987090368,2014,3110,24,99,2010,1719,899,91,63,150,544,5476,922,3507,1047,2700,499,1724,477,2776,423,1783,570,204,8,23,41,9,42,81,4,18,13,156,15,836.38,15287,2.93786527,42.24703941,54.0
    17223 Vilajuïga,17223,Cataluña,Girona,11.169284467713789,573,2798,20,34,340,386,215,41,26,44,81,1133,167,772,194,561,86,385,90,572,81,387,104,44,4,5,14,4,3,15,1,5,2,30,2,1320.1275,17934,3.09319102,42.32521854,32.0
    17226 Vilamalla,17226,Cataluña,Girona,11.258278145695364,453,3403,7,29,455,286,257,16,16,23,100,1153,196,735,222,586,95,376,115,567,101,359,107,35,5,1,6,0,8,14,0,3,2,27,2,878.15,15894,2.97049756,42.21863668,40.0
    17233 Vilobí d'Onyar,17233,Cataluña,Girona,8.172362555720653,1346,3305,20,66,1050,1116,528,89,45,147,327,3302,576,2148,578,1718,290,1152,276,1584,286,996,302,79,3,13,15,4,13,32,3,18,8,47,4,3262.24,29296,2.74292397,41.88906405,118.0
    17902 Forallac,17902,Cataluña,Girona,16.34980988593156,1052,3108,23,93,537,511,302,114,16,75,154,1709,255,1076,378,847,132,537,178,862,123,539,200,52,0,8,14,1,15,14,0,7,6,37,4,5021.79,36250,3.05439621,41.96006964,49.0
    17903 Sant Julià del Llor i Bonmatí,17903,Cataluña,Girona,20.97560975609756,615,2996,10,29,610,189,267,38,18,71,131,1324,231,877,216,672,110,460,102,652,121,417,114,59,2,12,10,5,13,18,1,12,4,34,7,966.14,15646,2.66875938,41.96825158,130.0
    25003 Agramunt,25003,Cataluña,Lleida,11.548269581056466,2745,2643,89,203,1775,2267,325,162,103,303,518,5453,883,3471,1099,2769,446,1826,497,2684,437,1645,602,174,2,20,37,7,43,65,10,39,10,101,14,7943.2169,79875,1.09922357,41.78736558,336.0
    25007 Albatàrrec,25007,Cataluña,Lleida,13.97139713971397,909,2732,19,59,683,632,316,41,64,215,247,2198,393,1528,277,1134,203,810,121,1064,190,718,156,59,3,11,12,0,19,16,5,2,1,47,5,1067.33,14603,0.60330154,41.57246685,146.0
    25008 Albesa,25008,Cataluña,Lleida,21.364221364221365,777,3267,20,43,449,720,103,26,43,92,122,1555,222,968,365,844,128,551,165,711,94,417,200,37,5,5,7,0,7,13,9,1,6,15,5,3751.87,25773,0.6604596,41.75100558,236.0
    25011 Alcarràs,25011,Cataluña,Lleida,9.832985386221296,4790,2393,85,346,2790,2997,1135,227,448,1062,1214,9873,1879,6804,1190,5151,980,3621,550,4722,899,3183,640,346,24,53,77,14,78,100,55,23,18,235,15,11487.16,57019,0.52411008,41.56301538,134.0
    25012 Alcoletge,25012,Cataluña,Lleida,11.6098144823459,1671,2525,34,112,1253,789,637,106,93,187,445,3510,648,2404,458,1855,330,1304,221,1655,318,1100,237,126,4,25,23,4,31,39,15,12,14,80,5,1655.19,19887,0.69423798,41.64854933,215.0
    25013 Alfarràs,25013,Cataluña,Lleida,25.780274656679158,1602,2299,45,130,875,1226,148,74,99,130,217,2769,385,1725,659,1437,190,948,299,1332,195,777,360,236,20,51,43,16,57,49,76,8,28,79,45,1127.93,15856,0.57295527,41.82906515,280.0
    25016 Alguaire,25016,Cataluña,Lleida,19.04466501240695,1612,2787,43,120,771,1387,301,62,106,167,277,3071,460,1959,652,1641,216,1113,312,1430,244,846,340,104,6,20,24,4,21,30,21,8,7,65,4,5028.42,33546,0.58391814,41.73631716,304.0
    25019 Almacelles,25019,Cataluña,Lleida,22.3492426407545,3499,2499,87,231,2011,2888,467,149,258,587,582,6942,1025,4570,1347,3721,542,2563,616,3221,483,2007,731,183,13,28,39,2,38,61,26,14,11,120,12,4893.66,29541,0.43774764,41.73168979,248.0
    25021 Almenar,25021,Cataluña,Lleida,18.75993640699523,1887,2577,60,148,732,1825,241,55,74,162,267,3356,454,2100,802,1770,240,1173,357,1586,214,927,445,124,2,19,40,5,24,34,25,6,20,58,15,6652.21,36642,0.56808578,41.79769309,326.0
    25023 Alpicat,25023,Cataluña,Lleida,12.27016885553471,2665,3283,31,103,2751,1702,842,131,119,126,626,6297,1197,4168,932,3166,608,2120,438,3131,589,2048,494,116,6,15,26,7,18,44,6,13,12,78,7,1522.54,20246,0.55526727,41.66650616,263.0
    25025 Naut Aran,25025,Cataluña,Lleida,28.04621848739496,4760,1421,212,919,535,676,130,144,199,87,168,1939,311,1350,278,1011,171,691,149,928,140,659,129,12,3,5,5,0,5,2,0,5,4,10,0,25524.6916,99136,0.90204834,42.70758009,1270.0
    25027 Anglesola,25027,Cataluña,Lleida,13.513513513513514,703,2962,31,56,625,318,128,72,27,56,134,1360,240,805,315,686,110,433,143,674,130,372,172,53,0,11,9,5,14,17,11,5,1,34,3,2367.61,26459,1.0819755,41.65892599,335.0
    25029 Arbeca,25029,Cataluña,Lleida,34.59079283887468,1564,2731,45,117,557,1086,120,106,42,102,141,2154,248,1346,560,1129,128,737,264,1025,120,609,296,79,0,16,18,0,18,27,12,8,6,51,1,5822.37,41278,0.92304973,41.54175336,333.0
    25033 Artesa de Lleida,25033,Cataluña,Lleida,10.11904761904762,672,3125,10,47,639,454,173,23,48,89,102,1528,194,1033,301,806,99,574,133,722,95,459,168,38,2,8,11,0,7,11,3,5,2,27,2,2405.64,25213,0.70439548,41.55176243,204.0
    25034 Artesa de Segre,25034,Cataluña,Lleida,18.69527145359019,2284,2377,109,221,1148,1393,209,158,45,228,289,3470,510,2215,745,1798,260,1195,343,1672,250,1020,402,120,7,20,25,4,27,40,13,20,11,67,9,17635.84,107773,1.04788657,41.89634532,319.0
    25038 Aitona,25038,Cataluña,Lleida,24.46633825944171,1218,3212,14,62,564,1034,176,36,146,258,274,2488,410,1522,556,1308,220,842,246,1180,190,680,310,78,11,3,10,11,24,19,16,3,3,55,3,6685.75,40761,0.4579458,41.49464547,108.0
    25040 Balaguer,25040,Cataluña,Lleida,15.787690570299263,8855,2261,227,623,4878,6927,1284,535,412,1500,1821,17357,3133,11178,3046,8904,1617,5999,1288,8453,1516,5179,1758,1001,63,154,207,48,234,295,107,86,75,583,150,5716.8517,55036,0.80457795,41.79152287,261.0
    25047 Bellcaire d'Urgell,25047,Cataluña,Lleida,18.104667609618105,707,2906,17,59,289,610,131,30,16,55,88,1219,156,738,325,623,79,398,146,596,77,340,179,33,5,7,5,2,8,8,7,3,3,17,4,3116.16,25585,0.90607418,41.75937466,268.0
    25048 Bell-lloc d'Urgell,25048,Cataluña,Lleida,11.049723756906078,1086,2879,20,75,699,997,216,40,57,99,218,2326,351,1493,482,1152,166,770,216,1174,185,723,266,98,1,16,20,6,16,36,12,9,7,62,8,3516.06,30660,0.78088459,41.62932424,196.0
